cities,population
Assieu,1548800
Assignan,57025
Assigny,2773777
Assigny,2749761
Assis-sur-Serre,933010
Asson,2459314
Asswiller,2370338
Astaffort,2708449
Astaillac,1238878
Asté,1131840
Aste-Béon,1552971
Astet,1390283
Astillé,237539
Astis,1599124
Aston,2064872
Astugue,2510215
Athée,775194
Athée,1350188
Athée-sur-Cher,2242306
Athesans-Étroitefontaine,242319
Athie,213395
Athie,1819573
Athienville,2242996
Athies,166126
Athies,670456
Athies-sous-Laon,295713
Athis,1404978
Athis-de-l'Orne,772622
Athis-Mons,816537
Athos-Aspis,2732850
Athose,1228691
Attainville,1331379
Attancourt,34929
Attenschwiller,1054258
Attiches,2386162
Attichy,2572797
Attignat,598628
Attignat-Oncin,1162389
Attignéville,2171995
Attigny,865380
Attigny,601287
Attilloncourt,2107809
Attilly,716451
Attin,1181653
Atton,1345449
Attray,2433998
Attricourt,2032915
Atur,2546029
Aubagnan,1376874
Aubagne,2530677
Aubaine,831609
Aubais,1756512
Aubarède,2442918
Aubas,2612495
Aubazat,2761449
Aubazines,1382437
Aube,2269004
Aube,296660
Aubéguimont,735138
Aubenas,873728
Aubenas-les-Alpes,1239045
Aubenasson,1139359
Aubencheul-au-Bac,1388875
Aubencheul-aux-Bois,1643274
Aubenton,1683128
Aubepierre-Ozouer-le-Repos,2438287
Aubepierre-sur-Aube,808545
Auberchicourt,1154186
Aubercourt,2582611
Aubergenville,2715840
Auberive,2020320
Aubérive,63073
Auberives-en-Royans,1057323
Auberives-sur-Varèze,908160
Aubermesnil-aux-Érables,328488
Aubermesnil-Beaumais,2338217
Aubers,1390091
Aubertin,59618
Auberville,1903538
Auberville-la-Campagne,219665
Auberville-la-Manuel,2562470
Auberville-la-Renault,1242788
Aubervilliers,402835
Aubeterre,1228743
Aubeterre-sur-Dronne,1254928
Aubeville,336134
Aubevoye,493474
Aubiac,135251
Aubiac,1995804
Aubiat,1928965
Aubie-et-Espessas,939026
Aubière,1967814
Aubiet,825766
Aubignan,2706982
Aubignas,1063584
Aubigné,1309786
Aubigné,1266309
Aubigné-Racan,686533
Aubigné-sur-Layon,1700300
Aubignosc,2677047
Aubigny,641714
Aubigny,1750801
Aubigny,858967
Aubigny,2395133
Aubigny,2612461
Aubigny-au-Bac,2495148
Aubigny-aux-Kaisnes,1682432
Aubigny-en-Artois,1398498
Aubigny-en-Laonnois,1041201
Aubigny-en-Plaine,2283931
Aubigny-la-Ronce,1656032
Aubigny-les-Pothées,499471
Aubigny-lès-Sombernon,2308859
Aubigny-sur-Nère,985686
Aubilly,1025010
Aubin,2595591
Aubin,1966367
Aubin-Saint-Vaast,2580636
Aubinges,1779053
Auboncourt-Vauzelles,643522
Aubonne,392047
Aubord,613842
Auboué,798766
Aubous,168299
Aubres,2108129
Aubréville,2506507
Aubrives,1034102
Aubrometz,663978
Aubry-du-Hainaut,395590
Aubry-en-Exmes,534466
Aubry-le-Panthou,1169808
Aubure,583342
Aubussargues,1179007
Aubusson,322040
Aubusson,567826
Aubusson-d'Auvergne,727707
Aubvillers,885150
Auby,84722
Aucaleuc,2062098
Aucamville,1624787
Aucamville,2374941
Aucazein,2627785
Aucelon,787642
Aucey-la-Plaine,277747
Auch,1059743
Auchel,2388897
Auchonvillers,2705348
Auchy-au-Bois,2319242
Auchy-la-Montagne,1035310
Auchy-lès-Hesdin,2225544
Auchy-les-Mines,2767188
Auchy-lez-Orchies,2039217
Aucun,1384082
Audaux,951603
Audelange,634893
Audeloncourt,1716943
Audembert,1564622
Audenge,2543392
Auderville,1547727
Audes,433874
Audeux,627759
Audeville,1308921
Audierne,1218368
Audignicourt,1408771
Audignies,1133136
Audignon,655756
Audigny,535997
Audincourt,1860548
Audincthun,1939783
Audinghen,1687804
Audon,1927013
Audouville-la-Hubert,1508719
Audrehem,274096
Audressein,882849
Audresselles,587101
Audrieu,1793373
Audrix,1919922
Audruicq,2655524
Audun-le-Roman,1702000
Audun-le-Tiche,468732
Auenheim,504971
Auffargis,635034
Auffay,2067687
Aufferville,2735681
Auffreville-Brasseuil,823286
Auflance,1856658
Auga,823374
Augan,113001
Auge,79813
Auge,1840741
Augé,1535357
Auge-Saint-Médard,1984646
Augea,2169472
Auger-Saint-Vincent,2122329
Augerans,2228409
Augères,1096520
Augerolles,2502734
Augers-en-Brie,913992
Augerville-la-Rivière,1292709
Augicourt,1654884
Augignac,46897
Augirein,454026
Augisey,235835
Augnat,1020727
Augnax,1095988
Augne,338393
Augny,949671
Auguaise,2005719
Augy,373278
Augy,1618088
Augy-sur-Aubois,1769392
Aujac,2725441
Aujac,741645
Aujan-Mournède,2110460
Aujargues,2473975
Aujeurres,691322
Aujols,1608933
Aulan,2050606
Aulas,1304998
Aulhat-Saint-Privat,720273
Aullène,2676558
Aulnat,2223152
Aulnay,965596
Aulnay,702608
Aulnay,2574296
Aulnay-l'Aître,2703965
Aulnay-la-Rivière,886596
Aulnay-sous-Bois,2778925
Aulnay-sur-Iton,965216
Aulnay-sur-Marne,2651828
Aulnay-sur-Mauldre,1244998
Aulnois,1864147
Aulnois-en-Perthois,1361532
Aulnois-sous-Laon,2046856
Aulnois-sur-Seille,785325
Aulnoy,2283840
Aulnoy-lez-Valenciennes,734268
Aulnoy-sur-Aube,2645136
Aulnoye-Aymeries,871092
Aulon,1547355
Aulon,1887334
Aulon,1470569
Aulos,1613277
Ault,1017736
Aulus-les-Bains,2237250
Aulx-lès-Cromary,145805
Aumagne,1556274
Aumale,885771
Aumâtre,2693124
Aumelas,2231324
Auménancourt,1269404
Aumerval,2147055
Aumes,1703089
Aumessas,2358289
Aumetz,1091350
Aumeville-Lestre,975103
Aumont,885305
Aumont,671480
Aumont-Aubrac,2359270
Aumont-en-Halatte,2498079
Aumontzey,1003732
Aumur,1799299
Aunac,23282
Aunat,624520
Aunay-en-Bazois,2167421
Aunay-les-Bois,1109960
Aunay-sous-Auneau,431817
Aunay-sous-Crécy,297760
Aunay-sur-Odon,100905
Auneau,867747
Auneuil,1870309
Aunou-le-Faucon,1511476
Aunou-sur-Orne,1925713
Auppegard,1727743
Aups,2472339
Auquainville,1512174
Auquemesnil,1427712
Auradé,352898
Auradou,166082
Auragne,373118
Auray,2374527
Aure,164435
Aurec-sur-Loire,582671
Aureil,493330
Aureilhan,540327
Aureilhan,265199
Aureille,2013360
Aurel,1965958
Aurel,1088901
Aurelle-Verlac,2242557
Aurensan,2703903
Aurensan,916377
Aureville,634623
Auriac,577504
Auriac,1686431
Auriac,500530
Auriac-du-Périgord,1000858
Auriac-l'Église,1174826
Auriac-Lagast,819401
Auriac-sur-Dropt,1559477
Auriac-sur-Vendinelle,1582024
Auriat,1074999
Auribail,2243674
Auribeau,1144655
Auribeau-sur-Siagne,1341332
Aurice,1144598
Auriébat,940545
Aurières,975855
Aurignac,1461630
Aurillac,1405284
Aurimont,1120634
Aurin,511260
Auriol,1402589
Auriolles,2297437
Aurions-Idernes,254493
Auris,2388895
Aurons,1776001
Auros,1372211
Aurouër,2461670
Auroux,1377239
Aussac,2154733
Aussac-Vadalle,1774149
Ausseing,345835
Aussevielle,119641
Aussillon,2296578
Aussois,572043
Ausson,2686578
Aussonce,959823
Aussonne,2045422
Aussos,379896
Aussurucq,338768
Autainville,2250906
Autechaux,2555464
Autechaux-Roide,613793
Auterive,1632851
Auterive,1787369
Auterive,2562200
Auterrive,1383000
Autet,1535032
Auteuil,1771924
Auteuil,2736862
Autevielle-Saint-Martin-Bideren,2272849
Authe,1117122
Autheuil,2282681
Autheuil,2398960
Autheuil-Authouillet,1834054
Autheuil-en-Valois,2501136
Autheux,46074
Authevernes,1782563
Authezat,422220
Authie,88867
Authie,2705848
Authieule,2011214
Authieux-Ratiéville,1309334
Authiou,452896
Authoison,1818831
Authon,1841680
Authon,2312506
Authon-du-Perche,1549905
Authon-Ébéon,760099
Authon-la-Plaine,1336250
Authou,2127114
Authuille,358155
Authume,1499990
Authumes,248275
Autichamp,399214
Autignac,2314146
Autigny,2322008
Autigny-la-Tour,1265550
Autigny-le-Grand,745113
Autigny-le-Petit,1943340
Autingues,822901
Autoire,1444795
Autoreille,122635
Autouillet,1690115
Autrac,2639271
Autrans,1373813
Autrèche,399338
Autrechêne,708644
Autrêches,386062
Autrecourt-et-Pourron,2407377
Autrécourt-sur-Aire,1732921
Autremencourt,1318476
Autrepierre,2056912
Autreppes,1789926
Autretot,542653
Autreville,1051863
Autreville,2171077
Autréville-Saint-Lambert,2284933
Autreville-sur-la-Renne,89856
Autreville-sur-Moselle,1976380
Autrey,1232987
Autrey,1940200
Autrey-le-Vay,501081
Autrey-lès-Cerre,2518815
Autrey-lès-Gray,1669893
Autricourt,1810308
Autruche,620472
Autruy-sur-Juine,2131855
Autry,343317
Autry-Issards,2345212
Autry-le-Châtel,1279042
Autun,478033
Auty,2080968
Auvare,2134647
Auve,1447856
Auvernaux,1719335
Auvers,2475453
Auvers,1553885
Auvers-le-Hamon,373585
Auvers-Saint-Georges,2603572
Auvers-sous-Montfaucon,1630427
Auvers-sur-Oise,2722005
Auverse,1895935
Auvet-et-la-Chapelotte,1056478
Auvillar,393020
Auvillars,2354192
Auvillars-sur-Saône,2497231
Auvillers-les-Forges,1567872
Auvilliers,186735
Auvilliers-en-Gâtinais,774873
Aux-Aussat,2150685
Auxais,291336
Auxange,2264027
Auxant,1214377
Auxelles-Bas,2605943
Auxelles-Haut,2397960
Auxerre,2645839
Auxey-Duresses,487729
Auxi-le-Château,2553930
Auxon,793774
Auxon,414209
Auxon-Dessous,2400035
Auxon-Dessus,1774229
Auxonne,2762374
Auxy,2456046
Auxy,683162
Auzainvilliers,56297
Auzances,1686677
Auzas,2182168
Auzat,2478322
Auzat-la-Combelle,1060252
Auzay,561047
Auzebosc,1524908
Auzelles,2147147
Auzers,2393863
Auzet,1652457
Auzeville-Tolosane,1680451
Auzielle,1079017
Auzits,1724596
Auzon,771212
Auzouer-en-Touraine,1215028
Auzouville-Auberbosc,2535847
Auzouville-l'Esneval,1158977
Auzouville-sur-Ry,763796
Auzouville-sur-Saâne,2693091
Availles-en-Châtellerault,2124235
Availles-Limouzine,164732
Availles-sur-Seiche,1148407
Availles-Thouarsais,1947243
Avajan,1129886
Avallon,1592316
Avançon,1336745
Avançon,1830977
Avanne-Aveney,1889039
Avant-lès-Marcilly,867726
Avant-lès-Ramerupt,1550286
Avanton,330964
Avapessa,2095428
Avaray,952484
Avaux,2112601
Aveize,2312065
Aveizieux,2272617
Avelanges,2507894
Avelesges,1251175
Avelin,2132806
Aveluy,14414
Avenas,2112110
Avenay,1528826
Avenay-Val-d'Or,1991382
Avène,1294784
Avensac,200887
Avensan,2249650
Aventignan,2169860
Averan,2088858
Averdoingt,1531351
Averdon,1876080
Avermes,1286555
Avernes,436357
Avernes-Saint-Gourgon,2222302
Avernes-sous-Exmes,1432968
Avéron-Bergelle,1280123
Averton,2126021
Avesnelles,2536225
Avesnes,2530175
Avesnes-Chaussoy,1114095
Avesnes-en-Bray,629689
Avesnes-en-Saosnois,1314603
Avesnes-en-Val,2067063
Avesnes-le-Comte,2160716
Avesnes-le-Sec,1385299
Avesnes-les-Aubert,1691944
Avesnes-lès-Bapaume,1672750
Avesnes-sur-Helpe,137399
Avessac,337366
Avessé,2452623
Aveux,138164
Avezac-Prat-Lahitte,548445
Avezan,1598635
Avèze,1333695
Avèze,2793783
Avezé,290855
Aviernoz,473430
Avignon,910863
Avignon-lès-Saint-Claude,1515129
Avignonet,1199601
Avignonet-Lauragais,609871
Avillers,1729871
Avillers,830331
Avillers-Sainte-Croix,2742395
Avilley,28019
Avilly-Saint-Léonard,1212512
Avion,1193479
Avioth,2495437
Aviré,2139845
Avirey-Lingey,246266
Aviron,2564170
Avize,1096704
Avocourt,741713
Avoine,1200014
Avoine,2642511
Avoise,996666
Avolsheim,2678427
Avon,701143
Avon,2003630
Avon-la-Pèze,1768932
Avon-les-Roches,2560839
Avondance,2429068
Avord,2697019
Avosnes,156185
Avot,365273
Avoudrey,460632
Avrainville,2318221
Avrainville,2431204
Avrainville,1535821
Avranches,1939862
Avranville,445836
Avrechy,1584359
Avrée,2650011
Avremesnil,184754
Avressieux,920111
Avreuil,2342624
Avricourt,1243524
Avricourt,2720338
Avricourt,1871538
Avrieux,1752292
Avrigney-Virey,1279244
Avrigny,1418900
Avril,2322468
Avril-sur-Loire,1724518
Avrillé,2081473
Avrillé,1881325
Avrillé-les-Ponceaux,1233324
Avrilly,1301783
Avrilly,438463
Avrilly,2148170
Avroult,2355521
Avy,1431024
Awoingt,2220780
Ax-les-Thermes,2684340
Axat,593441
Axiat,1987865
Ay,1361277
Ay-sur-Moselle,444193
Ayat-sur-Sioule,799193
Aydat,2772071
Aydie,1695513
Aydius,1561839
Aydoilles,1397495
Ayen,1925021
Ayencourt,2043097
Ayette,2717459
Ayguatébia-Talau,882019
Ayguemorte-les-Graves,384733
Ayguesvives,1838301
Ayguetinte,2012632
Ayherre,274340
Ayn,14371
Aynac,385778
Ayrens,835366
Ayron,1893893
Ayros-Arbouix,1085232
Ayse,45654
Ayssènes,2297656
Aytré,75637
Ayzac-Ost,266488
Ayzieu,374234
Azannes-et-Soumazannes,2495840
Azas,2370296
Azat-Châtenet,319771
Azat-le-Ris,2076558
Azay-le-Brûlé,1717684
Azay-le-Ferron,2721954
Azay-le-Rideau,2276020
Azay-sur-Cher,2470817
Azay-sur-Indre,500752
Azay-sur-Thouet,1862224
Azé,2793534
Azé,1390906
Azé,1237773
Azelot,961299
Azerables,1574384
Azerailles,519387
Azerat,818975
Azérat,954814
Azereix,1593421
Azet,1643820
Azeville,1202898
Azillanet,2631927
Azille,681388
Azilone-Ampaza,695087
Azincourt,1824194
Azolette,2116994
Azoudange,231240
Azur,919919
Azy,2785236
Azy-le-Vif,890928
Azy-sur-Marne,1559522
Azzana,1275555
Baâlon,2037970
Baâlons,131755
Babeau-Bouldoux,228721
Babœuf,1531838
Baby,236531
Baccarat,1951292
Baccon,1103182
Bach,1110168
Bachant,832318
Bachas,204002
Bachivillers,778451
Bachos,1311454
Bachy,1421574
Bacilly,885627
Baconnes,423256
Bacouël,1448381
Bacouel-sur-Selle,2607295
Bacourt,769954
Bacquepuis,955021
Bacqueville,2753182
Bacqueville-en-Caux,408406
Badailhac,996080
Badaroux,2320368
Badecon-le-Pin,2503867
Badefols-d'Ans,2372555
Badefols-sur-Dordogne,395993
Baden,981079
Badens,2564065
Badevel,1882818
Badinières,2265153
Badménil-aux-Bois,2656292
Badonviller,1681227
Badonvilliers-Gérauvilliers,250480
Baerendorf,1296016
Baerenthal,2740653
Baffie,1090210
Bagard,1997425
Bagas,1183649
Bagat-en-Quercy,2322562
Bâgé-la-Ville,2773405
Bâgé-le-Châtel,2373504
Bagert,1444890
Bages,230707
Bages,345594
Bagiry,2306673
Bagnac-sur-Célé,1739736
Bagneaux,2249864
Bagneaux-sur-Loing,1961273
Bagnères-de-Bigorre,2158178
Bagnères-de-Luchon,677544
Bagneux,2002174
Bagneux,1349915
Bagneux,2715386
Bagneux,458544
Bagneux,40495
Bagneux,586132
Bagneux-la-Fosse,887884
Bagnizeau,2538366
Bagnoles,100050
Bagnoles-de-l'Orne,1877141
Bagnolet,1650025
Bagnols,1002506
Bagnols,1835494
Bagnols-en-Forêt,2296051
Bagnols-les-Bains,1117167
Bagnols-sur-Cèze,66017
Bagnot,1183763
Baguer-Morvan,2187224
Baguer-Pican,1440236
Baho,2172324
Bahus-Soubiran,2006442
Baigneaux,2542074
Baigneaux,1815160
Baigneaux,1927286
Baignes,2058905
Baignes-Sainte-Radegonde,2656667
Baigneux-les-Juifs,1569172
Baignolet,2652634
Baigts,240
Baigts-de-Béarn,2396628
Baillargues,1168275
Baillé,2783502
Bailleau-Armenonville,627624
Bailleau-l'Évêque,1485903
Bailleau-le-Pin,45214
Baillestavy,1082049
Baillet-en-France,935269
Bailleul,2492763
Bailleul,987481
Bailleul,939483
Bailleul-aux-Cornailles,398078
Bailleul-la-Vallée,1198417
Bailleul-le-Soc,2162649
Bailleul-lès-Pernes,883199
Bailleul-Neuville,234103
Bailleul-Sir-Berthoult,534733
Bailleul-sur-Thérain,360149
Bailleulmont,1372199
Bailleulval,1364075
Bailleval,511764
Baillolet,2513522
Baillou,233890
Bailly,254955
Bailly,2423970
Bailly-aux-Forges,901152
Bailly-en-Rivière,2034776
Bailly-le-Franc,299042
Bailly-Romainvilliers,115606
Bain-de-Bretagne,2258943
Baincthun,644373
Bainghen,2192255
Bains,1240978
Bains-les-Bains,591298
Bains-sur-Oust,1416740
Bainville-aux-Miroirs,2776799
Bainville-aux-Saules,1757543
Bainville-sur-Madon,1352826
Bairols,55275
Bais,2362863
Bais,704254
Baisieux,1545195
Baissey,382039
Baives,1504988
Baix,1653186
Baixas,680959
Baizieux,1919698
Bajamont,1029259
Bajonnette,2713611
Bajus,192712
Balacet,1177680
Baladou,2770755
Balagny-sur-Thérain,2214327
Balaguères,1525160
Balaguier-d'Olt,2502906
Balaguier-sur-Rance,1798402
Balaiseaux,1768953
Balaives-et-Butz,1900152
Balan,1025520
Balan,406466
Balanod,488320
Balansun,2731835
Balanzac,1663430
Balaruc-le-Vieux,2122470
Balaruc-les-Bains,659851
Balâtre,1853649
Balazé,1978644
Balazuc,1820147
Balbigny,1356030
Balbins,1090959
Balbronn,44751
Baldenheim,2081757
Baldersheim,427625
Baleix,179299
Balesmes-sur-Marne,1888407
Balesta,1505789
Baleyssagues,1459574
Balgau,566885
Balham,593459
Balignac,1547674
Balignicourt,43373
Bâlines,1530910
Balinghem,139864
Baliracq-Maumusson,865746
Baliros,2339501
Balizac,1863649
Ballainvilliers,1291504
Ballaison,2524367
Ballan-Miré,2032173
Ballancourt-sur-Essonne,469178
Ballans,2304041
Ballay,545259
Balledent,1962048
Ballée,578720
Balleray,2063046
Balleroy,1703979
Ballersdorf,1197857
Balléville,331331
Ballon,1144340
Ballon,828037
Ballons,2045814
Ballore,446387
Ballots,1861277
Balloy,191271
Balma,776692
Balnot-la-Grange,1112386
Balnot-sur-Laignes,8198
Balogna,1649628
Balot,745241
Balsac,1405744
Balschwiller,1639213
Balsièges,2761070
Baltzenheim,1522617
Balzac,879449
Bambecque,2156011
Bambiderstroff,1570717
Ban-de-Laveline,2526781
Ban-de-Sapt,2577840
Ban-sur-Meurthe-Clefcy,657928
Banassac,1021113
Banca,672148
Bancigny,1793691
Bancourt,902510
Bandol,1008187
Baneins,1524764
Baneuil,1681001
Bangor,640053
Banios,2499256
Banize,517975
Bannalec,1884767
Bannans,1671661
Bannay,797229
Bannay,824732
Bannay,1177899
Banne,1121341
Bannegon,1711026
Bannes,866258
Bannes,732361
Bannes,2542351
Bannes,2527176
Banneville-la-Campagne,864775
Banneville-sur-Ajon,1921794
Bannières,966185
Bannoncourt,1371817
Bannost-Villegagnon,1736305
Banogne-Recouvrance,943865
Banon,2384193
Banos,1579569
Bans,2086204
Bansat,1877906
Bantanges,242119
Banteux,69935
Banthelu,38361
Bantheville,1434026
Bantigny,926528
Bantouzelle,2310152
Bantzenheim,2057503
Banvillars,2549835
Banville,1181571
Banvou,1437283
Banyuls-dels-Aspres,2372110
Banyuls-sur-Mer,378551
Baon,14257
Baons-le-Comte,247644
Bapaume,942402
Bar,1680641
Bar-le-Duc,1931607
Bar-lès-Buzancy,1342923
Bar-sur-Aube,2523625
Bar-sur-Seine,1659305
Baracé,2289428
Baraigne,2303259
Baraize,1284618
Baralle,589870
Baraqueville,683422
Barastre,1326977
Baratier,2078242
Barbachen,1222531
Barbaggio,2274076
Barbaira,349341
Barbaise,244842
Barbas,2431673
Barbaste,1746284
Barbâtre,1082392
Barbazan,1278037
Barbazan-Debat,2102174
Barbazan-Dessus,676552
Barbechat,1881604
Barbentane,745309
Barberaz,1689114
Barberey-Saint-Sulpice,253227
Barberier,203190
Barbery,766287
Barbery,443896
Barbeville,1751252
Barbey,2776666
Barbey-Seroux,1723186
Barbezières,2057241
Barbezieux-Saint-Hilaire,213868
Barbières,1052135
Barbirey-sur-Ouche,943966
Barbizon,2443563
Barbonne-Fayel,2780321
Barbonville,1511587
Barbuise,1166168
Barby,1204032
Barby,367492
Barc,71610
Barcelonne,2062161
Barcelonne-du-Gers,125421
Barcelonnette,1913407
Barchain,2792290
Barcillonnette,2618857
Barcugnan,831374
Barcus,1390912
Barcy,547719
Bard,363529
Bard-le-Régulier,1808185
Bard-lès-Époisses,1687867
Bard-lès-Pesmes,1345933
Bardenac,304664
Bardigues,1530699
Bardos,2645139
Bardou,1346926
Bardouville,334093
Barèges,2797600
Bareilles,2153508
Barembach,2009828
Baren,519995
Barentin,86534
Barenton,1565145
Barenton-Bugny,1320202
Barenton-Cel,2392646
Barenton-sur-Serre,654906
Barésia-sur-l'Ain,2431705
Barfleur,545887
Bargème,1761190
Bargemon,1193877
Barges,2632544
Barges,2463009
Barges,362643
Bargny,2093417
Barie,1789275
Barinque,454697
Barisey-au-Plain,277367
Barisey-la-Côte,1037973
Barisis,1480642
Barizey,2517423
Barjac,2452250
Barjac,1739457
Barjac,1080029
Barjols,1290364
Barjon,350985
Barjouville,335942
Barles,644369
Barlest,1758701
Barleux,1496714
Barlieu,2170316
Barlin,1303273
Barly,2794511
Barly,1879040
Barmainville,2122276
Barnas,2283663
Barnave,1459827
Barnay,2090054
Barneville-Carteret,880418
Barneville-la-Bertran,1402935
Barneville-sur-Seine,2193802
Baromesnil,1483476
Baron,1556388
Baron,460311
Baron,22279
Baron,1810420
Baron-sur-Odon,1695570
Baronville,2050671
Barou-en-Auge,1172665
Baroville,578874
Barquet,1192161
Barr,2412554
Barrais-Bussolles,1060113
Barran,377496
Barrancoueu,30886
Barras,812671
Barraute-Camu,1202568
Barraux,1756701
Barre,2670993
Barre-des-Cévennes,1128506
Barrême,2493609
Barret,648766
Barret-de-Lioure,1084547
Barret-sur-Méouge,946133
Barretaine,1868098
Barrettali,2795384
Barriac-les-Bosquets,2105348
Barro,2707931
Barrou,2483802
Barry,2517404
Barry-d'Islemade,302347
Bars,1853509
Bars,1443111
Barsac,469527
Barsac,664063
Barst,1346071
Bart,60828
Bartenheim,1294336
Barthe,1473781
Bartherans,637198
Bartrès,1927312
Barville,115534
Barville,347514
Barville,2117493
Barville-en-Gâtinais,1862519
Barzan,1472379
Barzun,2717785
Barzy-en-Thiérache,2487366
Barzy-sur-Marne,946088
Bas-en-Basset,1060567
Bas-et-Lezat,2689434
Bas-Lieu,2583980
Bas-Mauco,1182770
Bascons,27468
Bascous,2742064
Baslieux,608872
Baslieux-lès-Fismes,1018922
Baslieux-sous-Châtillon,2769907
Basly,1116140
Bassac,2004197
Bassan,2701046
Bassanne,2018858
Basse-Goulaine,848624
Basse-Ham,425879
Basse-Rentgen,683926
Basse-sur-le-Rupt,1297677
Bassemberg,663945
Basseneville,193920
Bassens,2562938
Bassens,53989
Bassercles,2054576
Basses,1496179
Basseux,921309
Bassevelle,1273945
Bassignac,189443
Bassignac-le-Bas,2148221
Bassignac-le-Haut,1394838
Bassigney,2586348
Bassillac,2329207
Bassillon-Vauzé,2573693
Bassing,2698084
Bassoles-Aulers,1649585
Bassoncourt,491990
Bassou,1779114
Bassoues,506316
Bassu,1792914
Bassuet,2118031
Bassurels,2415959
Bassussarry,1632473
Bassy,1159121
Bastanès,1683588
Bastelica,2223591
Bastelicaccia,1012083
Bastennes,2505732
Bastia,495538
Basville,1635132
Bathelémont-lès-Bauzemont,1299770
Bathernay,850956
Batilly,158685
Batilly,2353852
Batilly-en-Gâtinais,1048671
Batilly-en-Puisaye,1978229
Bats,655533
Batsère,2053287
Battenans-les-Mines,2524255
Battenans-Varin,260270
Battenheim,1014474
Battexey,195857
Battigny,1440346
Battrans,2186188
Batz-sur-Mer,277295
Batzendorf,2059891
Baubigny,729121
Baubigny,1256409
Baud,533858
Baudement,2013180
Baudemont,1311477
Baudignan,1075710
Baudignécourt,1814682
Baudinard-sur-Verdon,2497818
Baudoncourt,1373838
Baudonvilliers,959301
Baudre,2206058
Baudrecourt,2542108
Baudrecourt,1940782
Baudreix,452729
Baudrémont,1368253
Baudres,1256919
Baudreville,1005501
Baudreville,2380309
Baudricourt,695137
Baudrières,664949
Bauduen,2299717
Baugé,236931
Baugy,1306998
Baugy,2147707
Baugy,1069402
Baulay,1698591
Baule,2186352
Baulme-la-Roche,491818
Baulne,1140848
Baulne-en-Brie,2481794
Baulny,1916878
Baulon,1686119
